summary,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
"Phil hides a secret about his new client from Claire, but Claire has her own secret about her yoga instructor. Jay needs help to find the identity of an online troll. Cam has an accident while forcing Lily to learn how to ride a bike.",4,neutral,0.55993253,0.049869217,0.06827732,0.07030484,0.00583797,0.55993253,0.21435715,0.031420916
"Phil talks Claire into a last-minute trip to Paris, and Andy has a wild night out in Las Vegas with Haley. Jay's bathroom remodeling project frustrates Gloria, and Mitchell can't sleep when Cameron's sister comes to visit.",0,anger,0.66808546,0.66808546,0.16248514,0.006759754,0.0065449,0.05252274,0.09457238,0.009029687
"Manny and Luke are in charge of babysitting Lily so that the adults can enjoy a day to themselves. Claire and Gloria have a lovely trip to the spa planned; Phil and Mitch nerd out in the movies; Jay and Cam go to a sports bar to watch the big fight. Things started going awry though when the fire alarm goes off back at the house, Claire is convinced the boys are secretly throwing a party.",3,joy,0.36894757,0.030685615,0.007363501,0.05299942,0.36894757,0.34436238,0.08958954,0.10605199
Claire takes in a stray dog and tries to hide it from Phil. Gloria persuades a reluctant Jay to make a new friend. Mitchell tries to persuade the drummer in a Christian rock band he suspects of being gay to come out of the closet.,4,neutral,0.3732344,0.040567234,0.21486342,0.23939253,0.03238823,0.3732344,0.08904629,0.0105079
"Mitchell helps Luke out with his ""promprosal,"" sparking Cam's jealousy. Claire discovers that there is a mole for Jay in the company. Phil and Gloria confront a competitor who stole Gloria's sauce recipe.",0,anger,0.8297652,0.8297652,0.02559173,0.010355054,0.002752892,0.1145275,0.012191611,0.004816061
"The family travels by train to Dede's wedding. Phil and Cam help a mystery writer with his book, Jay's comment puts the wedding in jeopardy, Claire helps Mitch write the toast, and Luke and Alex meet possible romantic interests.",2,fear,0.9714707,0.005655125,0.001167145,0.9714707,0.002075608,0.012003211,0.004851986,0.002776131
"Jay struggles as he returns to the job, and Claire is in a no-win situation having to fire an employee. Mitchell and Cam fight over who keeps Lily for the summer. Meanwhile, Phil and the kids struggle with relationships and change.",5,sadness,0.7685349,0.053479604,0.026429348,0.06917736,0.004071788,0.075145744,0.7685349,0.003161278
"The three families will be in three different locations: the Dunphys will be in New York, Jay and Gloria will attend a wedding in Mexico, and Mitchell and Cameron will attend a funeral in Missouri.",3,joy,0.4388833,0.004662995,0.005059615,0.003396862,0.4388833,0.26720625,0.22358176,0.057209253
Jay wants to make a good impression on a family moving in across the street; Manny tries to attract a radical thinker; the Pritchett family uses Alex's bout of mono to their advantage; Cam and Mitchell try to teach a message of acceptance.,4,neutral,0.81576216,0.031116307,0.021120232,0.002239517,0.10457652,0.81576216,0.008516089,0.016669126
"The Dunphys and Pritchetts are competing when Luke decided his best shot at getting into college is to win the senior class president election against Manny. The election seems much more important to Jay, Gloria, and Claire, though. Now that Haley has started her own promotion business, Phil introduces her to Merv Schechter, a marketing guru. When Cam finds out his star football player is moving, he does everything in his power to keep him, which means a crowded situation at home.",4,neutral,0.928425,0.015939731,0.013062771,0.004568595,0.012267169,0.928425,0.004798695,0.020937996
"Phil is excited when he's invited to appear in a real estate segment for the local news; Phil meets his weatherman hero, Rainer Shine; Jay tries to improve Manny's video interview for a college application.",3,joy,0.9355455,0.002490183,0.000814598,0.000807546,0.9355455,0.018254716,0.002235423,0.039852004
The Dunphy's try to kick start Luke's Halloween party; Cam confronts his Halloween nemesis; Jay plans to go to a party at an old enemy's home to deliver an unforgettable trick.,3,joy,0.62018204,0.031217353,0.009826724,0.011963044,0.62018204,0.2764246,0.013196347,0.037189882
Phil considers becoming a member at Jay's favorite refuge; Claire is mistaken about her influence on Alex's choices; Cam holds back on telling Mitchell what his play is really about.,4,neutral,0.6117206,0.17797682,0.16392551,0.005362965,0.004659448,0.6117206,0.028819459,0.007535207
Cameron spares no expense for his Thanksgiving jamboree; Hayley tells Phil she'd rather spend the holiday with her new boyfriend; Jay works to keep his blood pressure down; Alex and Dwight get closer.,4,neutral,0.58846253,0.011065453,0.02026555,0.003615072,0.29749948,0.58846253,0.0696401,0.009451785
"Hayley's day with Rainer Shine's daughter doesn't go as expected; Luke unintentionally helps Jay with his petition; Gloria, Phil and Cam have a secret meeting.",4,neutral,0.44690055,0.030351609,0.011550169,0.006214429,0.016443793,0.44690055,0.34441504,0.14412443
"Manny and Luke's efforts to put on the school's winter dance get complicated due to a texting error; Gloria, Claire, Mitchell and Cam volunteer at the dance while Jay tries to get out of it by pretending he wants to spend time with Phil.",4,neutral,0.76490414,0.065229505,0.030114852,0.01421421,0.009288389,0.76490414,0.04581567,0.07043326
"Cam wants to throw a New Year's Day feast for the family. Phil's father arrives with his new girlfriend, who happens to be Phil's childhood babysitter. Gloria and Jay must decide who will look after little Joe if something should happen to them.",4,neutral,0.67154837,0.014659339,0.011857252,0.008054263,0.15412244,0.67154837,0.11668353,0.023074869
Cam goes to the extremes to confront a parent who robbed him of a precious Lily moment during her dance recital.,0,anger,0.80054134,0.80054134,0.08932089,0.029990304,0.001469074,0.06904293,0.007888383,0.001747114
Phil calls upon his alter ego to inject some sizzle back into his marriage; Jay shows favoritism in his parenting; Haley and Sal try to stand up to men in their lives.,1,disgust,0.5847734,0.23868097,0.5847734,0.002282997,0.001619844,0.14947422,0.018077878,0.005090648
Phil talks Jay into investing in a property he has long wanted to develop; Claire's culinary ventures aren't as successful as she thinks; Cam and Mitchell try to teach Lily the value of hard work.,4,neutral,0.45609617,0.10585699,0.055972494,0.007114565,0.006971003,0.45609617,0.31140807,0.056580715
Phil and Jay get an offer to sell a land investment for a 20 percent profit but turn it down. Cam is petrified to have an MRI so Mitchell tries to ease his fear. Gloria arranges a birthday surprise at Claire's work at an inconvenient time.,2,fear,0.9841246,0.001842935,0.000845626,0.9841246,0.001232317,0.002359807,0.001002704,0.008591943
"After seeing an online video of his Fizbo costume being desecrated, Cam sets out to restore the character's good name; Phil meets his soon-to-be stepbrother; Manny enlists Gloria, Claire and Haley to do a read-through of his newest play.",1,disgust,0.8193178,0.10629253,0.8193178,0.001151411,0.014971498,0.050026454,0.005720064,0.002520298
NBA stars Charles Barkley and DeAndre Jordan attend the charity basketball game Phil is playing in; Gloria's nemesis tries to shame her for lack of support at Manny's school; Claire tries to keep a work mistake secret from Jay.,4,neutral,0.53341436,0.12215257,0.09939729,0.011922443,0.0319359,0.53341436,0.13460878,0.06656867
"Mitchell accidentally knocks over an urn containing the ashes of Cam's beloved pet pig, Lilly; Cam tries to catch Mitchell in a lie.",4,neutral,0.33675802,0.22315764,0.25745416,0.015080514,0.010583934,0.33675802,0.12545805,0.031507663
Mitch and Cam fight the effects of sleeping pills while rushing to catch a flight; Haley and Rainer re-evaluate their relationship; Phil and Claire meet Alex's new boyfriend when they pay her a surprise visit.,3,joy,0.74285513,0.022586647,0.003200574,0.00396057,0.74285513,0.11795334,0.015157141,0.09428658
"Phil gets the Dunphy clan to show up in costume for Frank's Roaring '20s-themed wedding; Jay masters the art of saying no; Cam stands up to his sister, Pam.",4,neutral,0.8771103,0.013425961,0.022020617,0.003302082,0.062779054,0.8771103,0.006968621,0.014393346
"Gloria, Claire, Haley, Alex, Lily, Luke, and Manny show support for gender equality and the women's movement in their own ways; Jay and Phil butt heads over their parking attendant; Cam feels jealous when Pam prefers Mitchell's help with the baby.",0,anger,0.88712883,0.88712883,0.0283964,0.001629935,0.002033889,0.058274623,0.01169227,0.01084402
"Mitch and Jay end up at the same resort when they separately seek out a retreat from the family; Phil and Claire struggle to enjoy empty-nester life; not knowing what to do with himself while Mitch is away, Cam drops in on Gloria.",5,sadness,0.902414,0.005269551,0.003057394,0.004321738,0.0429682,0.0377194,0.902414,0.004249623
Jay picks up the pieces after Manny's father takes him out to celebrate graduation; the family prepares for Luke and Manny's big day.,4,neutral,0.55865926,0.01001865,0.003863786,0.004221579,0.38393867,0.55865926,0.008409896,0.030888112
Jay takes the family on a lake house in efforts to make memories.,4,neutral,0.80341995,0.007475902,0.008779712,0.006445775,0.13045444,0.80341995,0.024856023,0.018568262
Manny leaves for college and it's hard to say goodbye to his family. Haley starts working for Luke at the club and Phil and Claire visit Alex at college. Cam and Mitchell have problems with their kitchen.,5,sadness,0.97629434,0.002943025,0.002504322,0.001608111,0.001553939,0.010888091,0.97629434,0.004208222
Phil is superstitious and thinks he's in for a day of bad luck. Mitch thinks Cam is undermining on the kitchen renovation. Can Gloria admit she had an accident?,4,neutral,0.6586843,0.027473262,0.02353449,0.17344818,0.007057215,0.6586843,0.029741399,0.08006108
Jay's best friend visits from Costa Rica but spends more time with Gloria. Alex wants to prove to Claire that her relationship with Ben is sexual.,1,disgust,0.5057222,0.038300633,0.5057222,0.005975002,0.029750595,0.21479289,0.19659862,0.008860109
Phil and Claire try to prove to their kids that Halloween is for adults. Mitch confronts Jay on the time it takes to renovate their kitchen. Cam oversteps as a house guest.,4,neutral,0.52964777,0.27486697,0.09078918,0.03953185,0.010579702,0.52964777,0.023177553,0.031407055
Claire and Mitchell try to make up for less than enthusiastic support of Jay marrying Gloria 10 years ago by organizing an anniversary party for them. Phil discovers that he failed to become a magician decades earlier due to a betrayal.,4,neutral,0.34023902,0.20232427,0.18877582,0.008636319,0.00900472,0.34023902,0.23614503,0.014874817
Everyone is celebrating their triumph on the thanksgiving while the truth is that all of them cheated.,4,neutral,0.57049406,0.09954752,0.19504815,0.001542866,0.027639043,0.57049406,0.092742026,0.012986336
Each member of the family reminisce about run-ins with celebrities.,4,neutral,0.6575406,0.008567961,0.058918912,0.001486026,0.21426094,0.6575406,0.04059996,0.018625543
Phil and Claire go out of their comfort zone when he goes on a survival camping trip and she has to drive a big rig. Gloria is upset over Manny dating his female professor. A student in Cameron's detention class is an undercover cop.,1,disgust,0.46345344,0.25964174,0.46345344,0.024919275,0.007201796,0.20034675,0.027879596,0.016557408
"When Claire lands a big opportunity for Pritchett's Closets, Jay expects a little validation for his contribution and takes over her celebration when he doesn't get one. Pam's charming but grifting ex-boyfriend Bo (James Van Der Beek) shows up to win his family back and Mitchell sees this as the perfect opportunity to get Pam out of the house. Meanwhile, Luke and Alex stumble upon a successful online business (online store for feet fetishists) that finally gets them on their feet. Finally, Phil has to make a sale to pay the bills but his new age client comes to ...",4,neutral,0.39779586,0.0323359,0.013106823,0.002241914,0.38485628,0.39779586,0.100774005,0.06888924
Jay teaches Joe how to play golf but he and Gloria both push him into becoming too competitive. Mitch and Cam host a party for Lily and her friends. Claire thinks that the Homeowners Association turned her application to build a shed on her own property.,4,neutral,0.38707715,0.33846205,0.09264399,0.004480798,0.017336631,0.38707715,0.0698023,0.090197116
"Phil is sick and wants Claire to find his surgery bear. Jay and Gloria are having issues over explaining Joe about ""the death"" scenario whilst Cam is furious at Mitchell as he has a crush on someone.",0,anger,0.92923474,0.92923474,0.013861926,0.008260146,0.000888682,0.017572539,0.026214045,0.003967949
"When Luke goes missing after a night out in a sketchy neighborhood, Manny, Phil and Gloria team up to track him down. Meanwhile, Haley is desperate to land an interview with the creator of a popular lifestyle website and interrupts Alex during one of her college classes. Alex's professor, Arvin Fennerman (Chris Geere), then proceeds to try and give Haley a piece of his mind.",5,sadness,0.40222016,0.19348595,0.052638367,0.15035345,0.004647189,0.16405009,0.40222016,0.032604832
"On Valentine's Day, Mitch and Cam ruin Luke's date, Jay and Gloria do some role playing and Joe has a crush on Claire.",5,sadness,0.7641776,0.03945595,0.056203198,0.03565283,0.016860364,0.07422854,0.7641776,0.013421534
"When Jay overhears Gloria talking about spanking, he thinks she's bored in the bedroom. After Mitchell gets a great new job, he and Cam throw a party to rub it in Cam's friend's face.",1,disgust,0.74815446,0.051511854,0.74815446,0.003860998,0.016822476,0.15553819,0.01653099,0.007581101
"The family go wine tasting and stay in Haley's boss's country house which has one important rule, don't touch the tiara. Meanwhile, Gloria and Mitch are invited to a party at Oprah's house but can't bring anyone else.",4,neutral,0.8668576,0.012647047,0.030227873,0.002569888,0.04014393,0.8668576,0.037660863,0.009892822
"Haley's brilliant astrophysicist boyfriend and Alex's simple but heroic fireman hunk meet the family. Jay and Gloria meet Joe's pal's perfect parents. On couples retreat, anechoic chamber traumatizes Mitch and Cam meets his baseball idol.",2,fear,0.42722508,0.013520609,0.03518353,0.42722508,0.04009667,0.32023945,0.14527228,0.018462343
"When Jorge, Gloria's ex-boyfriend, stops by for a visit, his resemblance to Manny makes Jay question Manny's paternity. Phil agonizes over the perfect gift for Claire for the anniversary. Cam and Mitch deal with Lily's women's troubles.",5,sadness,0.6899157,0.04525615,0.039884117,0.08466785,0.012841221,0.110127695,0.6899157,0.017307289
"When Haley hears that her loopy boss is looking for a product with the magical properties of peppers, she tries to gain favor by convincing Gloria to sell her salsa to NERP; Mitchell gets Cam the police ride-along he's always dreamed of.",4,neutral,0.6935787,0.12328431,0.0681086,0.003837171,0.072678074,0.6935787,0.006650504,0.031862624
"When DeDe arrives for a surprise visit, Mitchell and Cam come to an understanding regarding her influence on their lives. Phil, Luke, Alex and Haley have bad news for Claire and compete for the right timing to tell her.",4,neutral,0.43044057,0.031564,0.009145775,0.007780172,0.19587305,0.43044057,0.046561345,0.27863508
"Haley meets Arvin's parents but when things don't go as planned, fate leads to an unexpected reunion with all of her ex-boyfriends. Meanwhile, the family seizes on a nursing home visit with Jay's mean sister, Becky, to settle old scores. But as Jay, Claire and Mitchell compete for her time, Phil, Cam and Gloria end up getting trapped in the home's basement with no way out.",5,sadness,0.8733963,0.01339451,0.006874581,0.009197794,0.009458941,0.05300308,0.8733963,0.03467474
"In the Season 9 finale, Mitchell sneaks out to ""Hero-Con"" with fanboy Phil, dressed as their favorite characters from the show ""Clash of Swords."" It's great until Phil commits the ultimate fan faux pas. In a clash of another kind, Gloria's dinosaur party for Joe is ruined when her nemesis, Dr. Donna Duncan, upstages her with a far bigger and better party right next door.",0,anger,0.32814384,0.32814384,0.2718943,0.013525787,0.00950297,0.2974983,0.066792615,0.012642286
"The Pritchett-Dunphy-Tucker clan are going to be setting off more than a few fireworks when they get together at the annual Fourth of July parade where Jay will be acting as the grand marshal. Meanwhile, Haley's goodbye with Arvin before his trip to Switzerland doesn't go as well as she pictured it and is distracted by the return of an old flame.",4,neutral,0.7584693,0.02988665,0.01512295,0.00317832,0.034322035,0.7584693,0.14152132,0.017499477
"Haley needs a little help deciding whether or not to tell Arvin about her kiss with Dylan and goes to Mitch and Cam for their advice. Meanwhile, Gloria suspects Manny's Canadian girlfriend is made up and wants to find out the real truth.",4,neutral,0.8942561,0.024424903,0.01566362,0.011840602,0.004576977,0.8942561,0.04217281,0.007064993
"Phil stumbles into an exciting new career after dropping by Luke's college; while Claire deals with her dad, Jay, and the merger of Pritchett's Closets with a tech-savvy, hipper company. Meanwhile, Mitch's new high-profile case as an assistant district attorney is marred by an unflattering courtroom sketch by the resident artist.",3,joy,0.42507914,0.03933848,0.1511482,0.041427903,0.42507914,0.22147954,0.075449154,0.046077553
"Haley can't seem to choose between her past and present relationships and is forced to make a decision. Meanwhile, Manny returns to college and dorm life while his girlfriend, Sherry, continues to stay at Jay and Gloria's, and might be overstaying her welcome.",5,sadness,0.7889724,0.016505063,0.022881323,0.011339722,0.002439186,0.15394714,0.7889724,0.003915129
"It's an epic Halloween full of costumes, tricks and treats for the Dunphy-Pritchett-Tucker clan as they deal with huge, unexpected news.",3,joy,0.51239645,0.011330972,0.003222826,0.006264314,0.51239645,0.25379092,0.00617773,0.20681675
"Phil learns that his real estate class will be cancelled if any additional students drop it. So, he turns on his powers of charm and flattery to keep one particular student, Paige, from leaving while Luke asks her out by inviting her over to dinner. Meanwhile, Jay may unknowingly be flirting with the mother of Joe's classmate and tries to set boundaries",5,sadness,0.5191273,0.09029455,0.06121163,0.07790162,0.006205397,0.23446582,0.5191273,0.010793707
Alex has an interview for a job and Luke helps her vanquish her fears. Phil believes that he was a Russian Spy in High School. Haley learns unexpected news while Cameron adopts a chicken. Jay and Gloria disagree over Joe's education.,2,fear,0.8070266,0.011797171,0.003195388,0.8070266,0.010844112,0.13290243,0.010453705,0.023780582
Haley needs motherly advice from Claire as she considers her future with Dylan and her career; Jay and Cam's less than politically correct coaching style earns them a class on sensitivity; Mitch runs into Phil's nemesis at an unlikely place.,4,neutral,0.49156722,0.014726039,0.00366883,0.32144126,0.03057637,0.49156722,0.08758775,0.050432466
"When Dede's husband comes to town to bequeath her possessions to the family, Jay and Gloria feel sorry for him and invite him to stay with them while he is in town.",5,sadness,0.9523509,0.003100133,0.016961943,0.001465901,0.00245637,0.0201637,0.9523509,0.003501068
"Haley works to figure out the best time to give the family a Christmas gift they will never forget; Phil borrows the family Christmas tree for a house-showing; Jay, Gloria and Joe deal with unwelcome holiday visitors.",4,neutral,0.5737685,0.011184872,0.010042508,0.011592945,0.18236344,0.5737685,0.18273282,0.028314935
Claire and Phil aren't convinced that Haley and Dylan can make it on their own as they move them into their new apartment before the baby arrives; Pameron gets out of prison early and has a bone to pick with Mitchell.,4,neutral,0.69738835,0.048412032,0.03389877,0.0738338,0.005146319,0.69738835,0.060940336,0.080380276
Phil and Claire postpone their planned cycling tour through Italy when Dylan's hippy mother comes to meet them; Mitch's old issue of Playgirl magazine makes Cam jealous; Gloria and Manny investigate the legend of Jay's heroic great uncle.,5,sadness,0.7790022,0.089593425,0.006238862,0.024486816,0.018056974,0.07015805,0.7790022,0.012463618
"Cam must contend with a bully at the school; Jay has technical trouble during a video conference; the local mall holds a photo shoot for its new ad campaign, and Gloria tricks Phil and Joe into participating.",4,neutral,0.5125703,0.025482498,0.030834598,0.28247616,0.044409696,0.5125703,0.078316614,0.025910072
"Phil thinks he found Pepper his dream home; in an attempt to connect with Lily, Mitch and Cam get invited to an exclusive event for her favorite vlogger.",4,neutral,0.4861017,0.017891906,0.004450972,0.002427401,0.27101716,0.4861017,0.010847417,0.2072634
"Jay hosts a Super Bowl party at the same time as Claire hosts a baby shower for Haley, both at Jay's house.",3,joy,0.5086177,0.00672991,0.008671948,0.001731024,0.5086177,0.32572302,0.023444382,0.1250821
"Lily reaches a womanly milestone that Cam and Mitch are not prepared for at all, so they call in reinforcements.",4,neutral,0.88153434,0.007155784,0.0110685,0.02512109,0.008942607,0.88153434,0.058049515,0.008128237
"Mitch, Cam and Phil crash Jay's annual hiking trip to find an elusive bald eagle after Gloria asks them to keep an eye on him; Gloria, Alex, Claire and Haley get together to plan her baby shower.",5,sadness,0.39868215,0.033058524,0.007257136,0.13510676,0.02377631,0.32410446,0.39868215,0.07801466
"Dylan and Luke are really impressed with Bill's tales of heroism and survival as a firefighter, which make Phil feel emasculated.",2,fear,0.92344046,0.011711982,0.002378879,0.92344046,0.001151436,0.008289494,0.049125362,0.003902472
"In an effort to be less negative, Claire inadvertently approves of Luke's new relationship with someone from his work; Phil tries to surprise Alex at school right before she receives an award she didn't tell him about.",6,surprise,0.5385692,0.030781597,0.008816826,0.002834022,0.13348137,0.2779133,0.00760365,0.5385692
Haley and Dylan's plan to quietly elope before the babies are born doesn't go as smoothly as they had hoped; Jay continues to try and get his new business off the ground by courting an Instagram celebrity.,4,neutral,0.75208443,0.006953083,0.003349774,0.00393132,0.07988795,0.75208443,0.119943015,0.033850506
Cam finally gets a chance to shine when he is asked to preside over the high school graduation ceremony at the last minute; Jay gives the commencement address; Claire runs into her former high school rival who brings out the worst in her.,3,joy,0.6379913,0.015961457,0.054948512,0.001538336,0.6379913,0.24566942,0.011416225,0.032474652
The birth of Haley and Dylan's twins approaches as a look back at how the family celebrated their birthdays over the past year is discussed.,4,neutral,0.7577632,0.006879299,0.007830489,0.004241921,0.15995385,0.7577632,0.017187208,0.04614404
"Haley is determined to follow the advice in her parenting books, but Phil and Claire think their old methods are better; Manny is set to direct Jay's dog bed commercial in hopes of winning his ex-girlfriend back.",4,neutral,0.9033891,0.010024553,0.008051988,0.00154989,0.04122948,0.9033891,0.022737285,0.013017734
Claire needs to get everyone out of the house before they make her look bad in front of a reporter from an important women's business magazine; Cam and Mitchell welcome a high-tech smart refrigerator into their home; Phil is suspicious of Gloria when a student of his is injured.,2,fear,0.6920831,0.036600795,0.029415,0.6920831,0.006313136,0.18401778,0.00717858,0.0443916
"Phil, Claire, Alex and Luke realize the babies might help them with a few things on their to-do lists, so they offer to give Haley the day off.",4,neutral,0.48690996,0.02112534,0.011246951,0.003698014,0.42829397,0.48690996,0.02285105,0.025874749
"Mitch and Cam help Lily overcome her insecurities about wearing a bathing suit to a pool party; with Gloria's new internship taking up so much of her time, Jay starts feeling particularly neglected.",5,sadness,0.9767215,0.001339825,0.006071798,0.001292733,0.001136071,0.011735234,0.9767215,0.001702763
Phil is determined to scare Claire on Halloween; Gloria feels self-conscious about her age when someone correctly assumes she is Jay's wife; Mitch and Cam go to a carnival after Lily decides to go to her first Halloween party alone.,2,fear,0.8996084,0.004360045,0.017242258,0.8996084,0.002910052,0.033021063,0.037918463,0.004939765
Gloria uses her alone time with the twins as an opportunity to secretly baptize them before Haley and Dylan get home; Claire deals with the fallout from the smart closet fiasco; Cam feuds with his school's mascot.,4,neutral,0.33824012,0.32955435,0.1376229,0.008363021,0.030892855,0.33824012,0.1462184,0.009108334
Cameron and Mitchell's friends mistakenly assume they have split up; Haley attempts to cook Thanksgiving dinner as a thank you for Claire and Phil's support with the twins; Jay invites Phil and Dylan out to fly his model plane.,4,neutral,0.7647855,0.013997219,0.005567269,0.001431469,0.12316597,0.7647855,0.026206577,0.06484601
"The Dunphy house is bursting at the seams when Dylan's hippie mom moves in and Claire's lonely stepdad, Jerry, wants to pay them a visit; Jay and Gloria attempt to help Manny get over his big breakup with Sherry.",0,anger,0.53317094,0.53317094,0.004163634,0.090938486,0.013244482,0.033519685,0.05102078,0.27394202
Mitchell suspects Cameron has an ulterior motive for keeping everyone happy for Christmas dinner; Claire tries to dodge Jay's job offer to work at his dog bed company; Luke deals with the consequences of kissing Manny's ex-girlfriend.,4,neutral,0.4317276,0.39348117,0.06182789,0.016072644,0.008100187,0.4317276,0.081431866,0.007358677
Alex's company puts her up at a new luxury apartment building with a number of high-profile residents that the family is eager to take advantage of; Phil is on a mission to review the restaurant's famous sliders for his food blog.,4,neutral,0.6036265,0.010255033,0.01007895,0.002270839,0.30155653,0.6036265,0.004662185,0.067549914
Phil pays a visit to his dad after hearing some concerning news about him; Jay gives Claire and Mitch a bunch of their old childhood memorabilia that triggers them to reevaluate a long-held story about their first family vacation.,4,neutral,0.74892396,0.015678274,0.028234605,0.014463975,0.11452207,0.74892396,0.04388439,0.034292754
"Mitchell learns a valuable lesson when a former resident of the house shows up unexpectedly; the Dunphy's old neighbor-turned-tech-titan, Kenneth, comes to visit with a big surprise for Phil; Manny's dad has a big opportunity for his son.",6,surprise,0.49388754,0.010050165,0.001936359,0.002528935,0.35346314,0.12867047,0.009463422,0.49388754
The Pritchett-Dunphy-Tucker clan heads to Paris so Jay can accept a lifetime achievement award for his work in the closet industry; Claire has a secret rendezvous; Cam finally gets a chance to perform as Fizbo on the streets of Paris.,3,joy,0.79833925,0.007272419,0.001682416,0.001308973,0.79833925,0.1112228,0.01002246,0.07015175
Phil and Claire take Haley and Dylan to dinner to reassure them they are not bad parents; Mitch and Cam chaperone on Lily's first date; Jay and Gloria attend Joe's school play.,3,joy,0.81499654,0.006943143,0.012186599,0.007862372,0.81499654,0.1387669,0.014084522,0.005159969
Claire lands an interview for her dream job but is thwarted on her way to the interview by Phil's tricky staircase; Cam and Mitch debate the pros and cons of adopting another baby.,5,sadness,0.6357035,0.11334256,0.014833933,0.112901546,0.021921543,0.06872153,0.6357035,0.032575343
"Mitchell is having a hard time letting go of his old life and Gloria steps in to help him; Haley, Luke and Alex decide to throw a party at the Dunphy house when Claire and Phil leave for a trip; Dylan's mom takes the twins for the night.",5,sadness,0.70535654,0.014750098,0.01385161,0.007019776,0.024202922,0.20543347,0.70535654,0.029385617
"Mitchell and Cam settle into their new normal; Phil and Claire decide that one of the kids needs to move out; as Gloria becomes more successful at work, she notices Jay and the kids don't seem to need her as much.",4,neutral,0.52963746,0.011717309,0.010195285,0.002272786,0.32874495,0.52963746,0.08674609,0.030686107
Phil and Claire tell their kids that one of them have to move out as there is not enough room for 3 adult children and grand kids anymore. Cam is offered his dream job and Jay attempts to learn how to speak like a true Colombian.,5,sadness,0.5566334,0.009908347,0.006204217,0.006545829,0.09437667,0.29328796,0.5566334,0.033043534
"The premiere episode introduces the boss and staff of the Dunder-Mifflin Paper Company in Scranton, Pennsylvania in a documentary about the workplace.",1,disgust,0.45515266,0.009913555,0.45515266,0.013958796,0.2472336,0.24884978,0.009236671,0.015654903
"Michael's off color remark puts a sensitivity trainer in the office for a presentation, which prompts Michael to create his own.",4,neutral,0.8351868,0.02885328,0.060116805,0.004149115,0.002652381,0.8351868,0.0053802,0.063661434
"Michael leaves Dwight in charge of picking the new healthcare plan for the staff, with disastrous results ahead.",1,disgust,0.4110808,0.15213548,0.4110808,0.12467518,0.004032956,0.17621845,0.11975942,0.012097734
"Just for a laugh, Jim agrees to an alliance with Dwight regarding the downsizing rumors.",3,joy,0.50408375,0.01882048,0.029855015,0.002456197,0.50408375,0.41057304,0.01739833,0.016813189
Michael and his staff challenge the warehouse workers to a basketball game with a bet looming over both parties.,4,neutral,0.6056946,0.11580075,0.045637,0.17449649,0.020875968,0.6056946,0.010828308,0.026666919
Michael is just one of the many male staff who start vying for the attention of an attractive saleswoman in the office.,4,neutral,0.8088248,0.015110684,0.009435715,0.007988941,0.013128962,0.8088248,0.004172638,0.14133836
"Very much unlike his staff, an overeager Michael can't wait for this year's annual Dundies awards.",4,neutral,0.7180609,0.03392702,0.019375384,0.069070615,0.06612349,0.7180609,0.012377155,0.081065394
The office reviews its sexual harassment policy in light of explicit e-mails.,1,disgust,0.49538624,0.0649442,0.49538624,0.042102925,0.003039216,0.35742015,0.032193355,0.004913982
"Ready to finalize his deal for a new condo, Michael is away with Dwight while Jim rallies the staff together for office games.",4,neutral,0.85666215,0.010117324,0.002870445,0.01088285,0.07124388,0.85666215,0.008446926,0.039776467
A fire in the kitchen relegates the staff to the parking lot as help is on its way.,0,anger,0.30632463,0.30632463,0.08609808,0.257099,0.004160161,0.07564928,0.22796777,0.04270113
"Michael is pressured by corporate to fire someone, which puts a damper on the office Halloween party.",1,disgust,0.38601184,0.23631254,0.38601184,0.1775668,0.004435309,0.08005684,0.10610251,0.009514196
Jim rallies the staff together to witness a showdown between Michael and Dwight at Dwight's martial arts school.,4,neutral,0.41118923,0.09235077,0.070072964,0.30711234,0.06113883,0.41118923,0.010504921,0.047630943
"With Michael and Jan Levinson-Gould away from the office to land a new client, the staff discovers an unproduced screenplay in Michael's office.",4,neutral,0.44003248,0.07782929,0.24505578,0.013657294,0.014421045,0.44003248,0.08423692,0.12476724
"Instead of talking to his employees about their work, Michael uses their annual review time to gather feedback on his ""relationship"" with Jan.",4,neutral,0.7735497,0.06606046,0.11388374,0.005503802,0.005611545,0.7735497,0.02195288,0.013437829
"Michael decides to set up e-mail surveillance for all company e-mail, and discovers that Jim has invited everyone over for a barbeque except him.",4,neutral,0.41814244,0.20221627,0.114113465,0.009101458,0.012594776,0.41814244,0.030103326,0.21372832
"Seeing the party is headed for disastrous boredom, Michael breaks corporate policy to buy alcohol for the staff.",5,sadness,0.48843598,0.045804244,0.30753797,0.024180943,0.004568785,0.12615037,0.48843598,0.003321701
"The Dunder Mifflin staff go on a mandatory ""booze cruise"" to hear Michael give a motivational talk.",4,neutral,0.7980711,0.010981809,0.021520747,0.009371825,0.10391445,0.7980711,0.013613431,0.04252663
"Michael's ""injury"" from a George Foreman Grill distracts the staff from Dwight, the one with the real injury.",5,sadness,0.5280788,0.015762677,0.038849663,0.04318482,0.004210417,0.3423063,0.5280788,0.027607303
"Jim fears the secret he told to Michael, in confidence, will be revealed to the staff.",2,fear,0.9719604,0.004459614,0.001826111,0.9719604,0.002023549,0.012247594,0.005180061,0.002302734
